sjis_hex,glyph_index,sjis_char,kor_char
0x9299,2746,貯,츤
0x929a,2747,丁,츨
0x929b,2748,兆,츰
0x929c,2749,凋,츱
0x929d,2750,喋,츳
0x929e,2751,寵,층
0x929f,2752,帖,치
0x92a0,2753,帳,칙
0x92a1,2754,庁,친
0x92a2,2755,弔,칟
0x92a3,2756,張,칠
0x92a4,2757,彫,칡
0x92a5,2758,徴,침
0x92a6,2759,懲,칩
0x92a7,2760,挑,칫
0x92a8,2761,暢,칭
0x92a9,2762,朝,카
0x92aa,2763,潮,칵
0x92ab,2764,牒,칸
0x92ac,2765,町,칼
0x92ad,2766,眺,캄
0x92ae,2767,聴,캅
0x92af,2768,脹,캇
0x92b0,2769,腸,캉
0x92b1,2770,蝶,캐
0x92b2,2771,調,캑
0x92b3,2772,諜,캔
0x92b4,2773,超,캘
0x92b5,2774,跳,캠
0x92b6,2775,銚,캡
0x92b7,2776,長,캣
0x92b8,2777,頂,캤
0x92b9,2778,鳥,캥
0x92ba,2779,勅,캬
0x92bb,2780,捗,캭
0x92bc,2781,直,컁
0x92bd,2782,朕,커
0x92be,2783,沈,컥
0x92bf,2784,珍,컨
0x92c0,2785,賃,컫
0x92c1,2786,鎮,컬
0x92c2,2787,陳,컴
0x92c3,2788,津,컵
0x92c4,2789,墜,컷
0x92c5,2790,椎,컸
0x92c6,2791,槌,컹
0x92c7,2792,追,케
0x92c8,2793,鎚,켁
0x92c9,2794,痛,켄
0x92ca,2795,通,켈
0x92cb,2796,塚,켐
0x92cc,2797,栂,켑
0x92cd,2798,掴,켓
0x92ce,2799,槻,켕
0x92cf,2800,佃,켜
0x92d0,2801,漬,켠
0x92d1,2802,柘,켤
0x92d2,2803,辻,켬
0x92d3,2804,蔦,켭
0x92d4,2805,綴,켯
0x92d5,2806,鍔,켰
0x92d6,2807,椿,켱
0x92d7,2808,潰,켸
0x92d8,2809,坪,코
0x92d9,2810,壷,콕
0x92da,2811,嬬,콘
0x92db,2812,紬,콜
0x92dc,2813,爪,콤
0x92dd,2814,吊,콥
0x92de,2815,釣,콧
0x92df,2816,鶴,콩
0x92e0,2817,亭,콰
0x92e1,2818,低,콱
0x92e2,2819,停,콴
0x92e3,2820,偵,콸
0x92e4,2821,剃,쾀
0x92e5,2822,貞,쾅
0x92e6,2823,呈,쾌
0x92e7,2824,堤,쾡
0x92e8,2825,定,쾨
0x92e9,2826,帝,쾰
0x92ea,2827,底,쿄
0x92eb,2828,庭,쿠
0x92ec,2829,廷,쿡
0x92ed,2830,弟,쿤
0x92ee,2831,悌,쿨
0x92ef,2832,抵,쿰
0x92f0,2833,挺,쿱
0x92f1,2834,提,쿳
0x92f2,2835,梯,쿵
0x92f3,2836,汀,쿼
0x92f4,2837,碇,퀀
0x92f5,2838,禎,퀄
0x92f6,2839,程,퀑
0x92f7,2840,締,퀘
0x92f8,2841,艇,퀭
0x92f9,2842,訂,퀴
0x92fa,2843,諦,퀵
0x92fb,2844,蹄,퀸
0x92fc,2845,逓,퀼
0x9340,2846,邸,큄
0x9341,2847,鄭,큅
0x9342,2848,釘,큇
0x9343,2849,鼎,큉
0x9344,2850,泥,큐
0x9345,2851,摘,큔
0x9346,2852,擢,큘
0x9347,2853,敵,큠
0x9348,2854,滴,크
0x9349,2855,的,큭
0x934a,2856,笛,큰
0x934b,2857,適,클
0x934c,2858,鏑,큼
0x934d,2859,溺,큽
0x934e,2860,哲,킁
0x934f,2861,徹,키
0x9350,2862,撤,킥
0x9351,2863,轍,킨
0x9352,2864,迭,킬
0x9353,2865,鉄,킴
0x9354,2866,典,킵
0x9355,2867,填,킷
0x9356,2868,天,킹
0x9357,2869,展,타
0x9358,2870,店,탁
0x9359,2871,添,탄
0x935a,2872,纏,탈
0x935b,2873,甜,탉
0x935c,2874,貼,탐
0x935d,2875,転,탑
0x935e,2876,顛,탓
0x935f,2877,点,탔
0x9360,2878,伝,탕
0x9361,2879,殿,태
0x9362,2880,澱,택
0x9363,2881,田,탠
0x9364,2882,電,탤
0x9365,2883,兎,탬
0x9366,2884,吐,탭
0x9367,2885,堵,탯
0x9368,2886,塗,탰
0x9369,2887,妬,탱
0x936a,2888,屠,탸
0x936b,2889,徒,턍
0x936c,2890,斗,터
0x936d,2891,杜,턱
0x936e,2892,渡,턴
0x936f,2893,登,털
0x9370,2894,菟,턺
0x9371,2895,賭,텀
0x9372,2896,途,텁
0x9373,2897,都,텃
0x9374,2898,鍍,텄
0x9375,2899,砥,텅
0x9376,2900,砺,테
0x9377,2901,努,텍
0x9378,2902,度,텐
0x9379,2903,土,텔
0x937a,2904,奴,템
0x937b,2905,怒,텝
0x937c,2906,倒,텟
0x937d,2907,党,텡
0x937e,2908,冬,텨
0x9380,2909,凍,텬
0x9381,2910,刀,텼
0x9382,2911,唐,톄
0x9383,2912,塔,톈
0x9384,2913,塘,토
0x9385,2914,套,톡
0x9386,2915,宕,톤
0x9387,2916,島,톨
0x9388,2917,嶋,톰
0x9389,2918,悼,톱
0x938a,2919,投,톳
0x938b,2920,搭,통
0x938c,2921,東,톺
0x938d,2922,桃,톼
0x938e,2923,梼,퇀
0x938f,2924,棟,퇘
0x9390,2925,盗,퇴
0x9391,2926,淘,퇸
0x9392,2927,湯,툇
0x9393,2928,涛,툉
0x9394,2929,灯,툐
0x9395,2930,燈,투
0x9396,2931,当,툭
0x9397,2932,痘,툰
0x9398,2933,祷,툴
0x9399,2934,等,툼
0x939a,2935,答,툽
0x939b,2936,筒,툿
0x939c,2937,糖,퉁
0x939d,2938,統,퉈
0x939e,2939,到,퉜
0x939f,2940,董,퉤
0x93a0,2941,蕩,튀
0x93a1,2942,藤,튁
0x93a2,2943,討,튄
0x93a3,2944,謄,튈
0x93a4,2945,豆,튐
0x93a5,2946,踏,튑
0x93a6,2947,逃,튕
0x93a7,2948,透,튜
0x93a8,2949,鐙,튠
0x93a9,2950,陶,튤
0x93aa,2951,頭,튬
0x93ab,2952,騰,튱
0x93ac,2953,闘,트
0x93ad,2954,働,특
0x93ae,2955,動,튼
0x93af,2956,同,튿
0x93b0,2957,堂,틀
0x93b1,2958,導,틂
0x93b2,2959,憧,틈
0x93b3,2960,撞,틉
0x93b4,2961,洞,틋
0x93b5,2962,瞳,틔
0x93b6,2963,童,틘
0x93b7,2964,胴,틜
0x93b8,2965,萄,틤
0x93b9,2966,道,틥
0x93ba,2967,銅,티
0x93bb,2968,峠,틱
0x93bc,2969,鴇,틴
0x93bd,2970,匿,틸
0x93be,2971,得,팀
0x93bf,2972,徳,팁
0x93c0,2973,涜,팃
0x93c1,2974,特,팅
0x93c2,2975,督,파
0x93c3,2976,禿,팍
0x93c4,2977,篤,팎
0x93c5,2978,毒,판
0x93c6,2979,独,팔
0x93c7,2980,読,팖
0x93c8,2981,栃,팜
0x93c9,2982,橡,팝
0x93ca,2983,凸,팟
0x93cb,2984,突,팠
0x93cc,2985,椴,팡
0x93cd,2986,届,팥
0x93ce,2987,鳶,패
0x93cf,2988,苫,팩
0x93d0,2989,寅,팬
0x93d1,2990,酉,팰
0x93d2,2991,瀞,팸
0x93d3,2992,噸,팹
0x93d4,2993,屯,팻
0x93d5,2994,惇,팼
0x93d6,2995,敦,팽
0x93d7,2996,沌,퍄
0x93d8,2997,豚,퍅
0x93d9,2998,遁,퍼
0x93da,2999,頓,퍽
0x93db,3000,呑,펀
0x93dc,3001,曇,펄
0x93dd,3002,鈍,펌
0x93de,3003,奈,펍
0x93df,3004,那,펏
0x93e0,3005,内,펐
0x93e1,3006,乍,펑
0x93e2,3007,凪,페
0x93e3,3008,薙,펙
0x93e4,3009,謎,펜
0x93e5,3010,灘,펠
0x93e6,3011,捺,펨
0x93e7,3012,鍋,펩
0x93e8,3013,楢,펫
0x93e9,3014,馴,펭
0x93ea,3015,縄,펴
0x93eb,3016,畷,편
0x93ec,3017,南,펼
0x93ed,3018,楠,폄
0x93ee,3019,軟,폅
0x93ef,3020,難,폈
0x93f0,3021,汝,평
0x93f1,3022,二,폐
0x93f2,3023,尼,폘
0x93f3,3024,弐,폡
0x93f4,3025,迩,폣
0x93f5,3026,匂,포
0x93f6,3027,賑,폭
0x93f7,3028,肉,폰
0x93f8,3029,虹,폴
0x93f9,3030,廿,폼
0x93fa,3031,日,폽
0x93fb,3032,乳,폿
0x93fc,3033,入,퐁
0x9440,3034,如,퐈
0x9441,3035,尿,퐝
0x9442,3036,韮,푀
0x9443,3037,任,푄
0x9444,3038,妊,표
0x9445,3039,忍,푠
0x9446,3040,認,푤
0x9447,3041,濡,푭
0x9448,3042,禰,푯
0x9449,3043,祢,푸
0x944a,3044,寧,푹
0x944b,3045,葱,푼
0x944c,3046,猫,푿
0x944d,3047,熱,풀
0x944e,3048,年,풂
0x944f,3049,念,품
0x9450,3050,捻,풉
0x9451,3051,撚,풋
0x9452,3052,燃,풍
0x9453,3053,粘,풔
0x9454,3054,乃,풩
0x9455,3055,廼,퓌
0x9456,3056,之,퓐
0x9457,3057,埜,퓔
0x9458,3058,嚢,퓜
0x9459,3059,悩,퓟
0x945a,3060,濃,퓨
0x945b,3061,納,퓬
0x945c,3062,能,퓰
0x945d,3063,脳,퓸
0x945e,3064,膿,퓻
0x945f,3065,農,퓽
0x9460,3066,覗,프
0x9461,3067,蚤,픈
0x9462,3068,巴,플
0x9463,3069,把,픔
0x9464,3070,播,픕
0x9465,3071,覇,픗
0x9466,3072,杷,피
0x9467,3073,波,픽
0x9468,3074,派,핀
0x9469,3075,琶,필
0x946a,3076,破,핌
0x946b,3077,婆,핍
0x946c,3078,罵,핏
0x946d,3079,芭,핑
0x946e,3080,馬,하
0x946f,3081,俳,학
0x9470,3082,廃,한
0x9471,3083,拝,할
0x9472,3084,排,핥
0x9473,3085,敗,함
0x9474,3086,杯,합
0x9475,3087,盃,핫
0x9476,3088,牌,항
0x9477,3089,背,해
0x9478,3090,肺,핵
0x9479,3091,輩,핸
0x947a,3092,配,핼
0x947b,3093,倍,햄
0x947c,3094,培,햅
0x947d,3095,媒,햇
0x947e,3096,梅,했
0x9480,3097,楳,행
0x9481,3098,煤,햐
0x9482,3099,狽,향
0x9483,3100,買,허
0x9484,3101,売,헉
0x9485,3102,賠,헌
0x9486,3103,陪,헐
0x9487,3104,這,헒
0x9488,3105,蝿,험
0x9489,3106,秤,헙
0x948a,3107,矧,헛
0x948b,3108,萩,헝
0x948c,3109,伯,헤
0x948d,3110,剥,헥
0x948e,3111,博,헨
0x948f,3112,拍,헬
0x9490,3113,柏,헴
0x9491,3114,泊,헵
0x9492,3115,白,헷
0x9493,3116,箔,헹
0x9494,3117,粕,혀
0x9495,3118,舶,혁
0x9496,3119,薄,현
0x9497,3120,迫,혈
0x9498,3121,曝,혐
0x9499,3122,漠,협
0x949a,3123,爆,혓
0x949b,3124,縛,혔
0x949c,3125,莫,형
0x949d,3126,駁,혜
0x949e,3127,麦,혠
0x949f,3128,函,혤
0x94a0,3129,箱,혭
0x94a1,3130,硲,호
0x94a2,3131,箸,혹
0x94a3,3132,肇,혼
0x94a4,3133,筈,홀
0x94a5,3134,櫨,홅
0x94a6,3135,幡,홈
0x94a7,3136,肌,홉
0x94a8,3137,畑,홋
0x94a9,3138,畠,홍
0x94aa,3139,八,홑
0x94ab,3140,鉢,화
0x94ac,3141,溌,확
0x94ad,3142,発,환
0x94ae,3143,醗,활
0x94af,3144,髪,홧
0x94b0,3145,伐,황
0x94b1,3146,罰,홰
0x94b2,3147,抜,홱
0x94b3,3148,筏,홴
0x94b4,3149,閥,횃
0x94b5,3150,鳩,횅
0x94b6,3151,噺,회
0x94b7,3152,塙,획
0x94b8,3153,蛤,횐
0x94b9,3154,隼,횔
0x94ba,3155,伴,횝
0x94bb,3156,判,횟
0x94bc,3157,半,횡
0x94bd,3158,反,효
0x94be,3159,叛,횬
0x94bf,3160,帆,횰
0x94c0,3161,搬,횹
0x94c1,3162,斑,횻
0x94c2,3163,板,후
0x94c3,3164,氾,훅
0x94c4,3165,汎,훈
0x94c5,3166,版,훌
0x94c6,3167,犯,훑
0x94c7,3168,班,훔
0x94c8,3169,畔,훗
0x94c9,3170,繁,훙
0x94ca,3171,般,훠
0x94cb,3172,藩,훤
0x94cc,3173,販,훨
0x94cd,3174,範,훰
0x94ce,3175,釆,훵
0x94cf,3176,煩,훼
0x94d0,3177,頒,훽
0x94d1,3178,飯,휀
0x94d2,3179,挽,휄
0x94d3,3180,晩,휑
0x94d4,3181,番,휘
0x94d5,3182,盤,휙
0x94d6,3183,磐,휜
0x94d7,3184,蕃,휠
0x94d8,3185,蛮,휨
0x94d9,3186,匪,휩
0x94da,3187,卑,휫
0x94db,3188,否,휭
0x94dc,3189,妃,휴
0x94dd,3190,庇,휵
0x94de,3191,彼,휸
0x94df,3192,悲,휼
0x94e0,3193,扉,흄
0x94e1,3194,批,흇
0x94e2,3195,披,흉
0x94e3,3196,斐,흐
0x94e4,3197,比,흑
0x94e5,3198,泌,흔
0x94e6,3199,疲,흖
0x94e7,3200,皮,흗
0x94e8,3201,碑,흘
0x94e9,3202,秘,흙
0x94ea,3203,緋,흠
0x94eb,3204,罷,흡
0x94ec,3205,肥,흣
0x94ed,3206,被,흥
0x94ee,3207,誹,흩
0x94ef,3208,費,희
0x94f0,3209,避,흰
0x94f1,3210,非,흴
0x94f2,3211,飛,흼
0x94f3,3212,樋,흽
0x94f4,3213,簸,힁
0x94f5,3214,備,히
0x94f6,3215,尾,힉
0x94f7,3216,微,힌
0x94f8,3217,枇,힐
0x94f9,3218,毘,힘
0x94fa,3219,琵,힙
0x94fb,3220,眉,힛
0x94fc,3221,美,힝
0x9540,3222,鼻,갋
0x9541,3223,柊,갣
0x9542,3224,稗,걥
0x9543,3225,匹,겂
0x9544,3226,疋,겍
0x9545,3227,髭,겷
0x9546,3228,彦,겿
0x9547,3229,膝,곘
0x9548,3230,菱,곹
0x9549,3231,肘,괐
0x954a,3232,弼,괒
0x954b,3233,必,괾
0x954c,3234,畢,굠
0x954d,3235,筆,굥
0x954e,3236,逼,궃
0x954f,3237,桧,궸
0x9550,3238,姫,귕
0x9551,3239,媛,귬
0x9552,3240,紐,귭
0x9553,3241,百,긂
0x9554,3242,謬,긇
0x9555,3243,俵,긏
0x9556,3244,彪,긑
0x9557,3245,標,긓
0x9558,3246,氷,긘
0x9559,3247,漂,긩
0x955a,3248,瓢,깄
0x955b,3249,票,깯
0x955c,3250,表,꺆
0x955d,3251,評,꺍
0x955e,3252,豹,꺠
0x955f,3253,廟,꺤
0x9560,3254,描,껓
0x9561,3255,病,껕
0x9562,3256,秒,초
0x9563,3257,苗,꼳
0x9564,3258,錨,꽅
0x9565,3259,鋲,꽌
0x9566,3260,蒜,꽨
0x9567,3261,蛭,꽸
0x9568,3262,鰭,꿏
0x9569,3263,品,꿘
0x956a,3264,彬,뀰
0x956b,3265,斌,뀼
0x956c,3266,浜,끠
0x956d,3267,瀕,끤
0x956e,3268,貧,낐
0x956f,3269,賓,낻
0x9570,3270,頻,냗
0x9571,3271,敏,냡
0x9572,3272,瓶,냣
0x9573,3273,不,냬
0x9574,3274,付,넏
0x9575,3275,埠,넑
0x9576,3276,夫,넢
0x9577,3277,婦,넫
0x9578,3278,富,넾
0x9579,3279,冨,녇
0x957a,3280,布,녱
0x957b,3281,府,놁
0x957c,3282,怖,놑
0x957d,3283,扶,놥
0x957e,3284,敷,놰
0x9580,3285,斧,뇄
0x9581,3286,普,뇍
0x9582,3287,浮,뇡
0x9583,3288,父,뇸
0x9584,3289,符,눍
0x9585,3290,腐,눝
0x9586,3291,膚,뉻
0x9587,3292,芙,늗
0x9588,3293,譜,늧
0x9589,3294,負,늫
0x958a,3295,賦,늼
0x958b,3296,赴,늿
0x958c,3297,阜,닁
0x958d,3298,附,닏
0x958e,3299,侮,닞
0x958f,3300,撫,닠
0x9590,3301,武,닽
0x9591,3302,舞,댖
0x9592,3303,葡,댠
0x9593,3304,蕪,댱
0x9594,3305,部,덯
0x9595,3306,封,됏
0x9596,3307,楓,됬
0x9597,3308,風,됭
0x9598,3309,葺,둗
0x9599,3310,蕗,둚
0x959a,3311,伏,뒙
0x959b,3312,副,뒸
0x959c,3313,復,듥
0x959d,3314,幅,듧
0x959e,3315,服,딷
0x959f,3316,福,딀
0x95a0,3317,腹,딫
0x95a1,3318,複,딮
0x95a2,3319,覆,딲
0x95a3,3320,淵,딿
0x95a4,3321,弗,떄
0x95a5,3322,払,떈
0x95a6,3323,沸,떔
0x95a7,3324,仏,떙
0x95a8,3325,物,똠
0x95a9,3326,鮒,똡
0x95aa,3327,分,분
0x95ab,3328,吻,똭
0x95ac,3329,噴,똰
0x95ad,3330,墳,똵
0x95ae,3331,憤,똿
0x95af,3332,扮,뚧
0x95b0,3333,焚,뚯
0x95b1,3334,奮,뚸
0x95b2,3335,粉,뜄
0x95b3,3336,糞,뜌
0x95b4,3337,紛,뜳
0x95b5,3338,雰,뜽
0x95b6,3339,文,뜾
0x95b7,3340,聞,띃
0x95b8,3341,丙,띡
0x95b9,3342,併,랃
0x95ba,3343,兵,랟
0x95bb,3344,塀,랰
0x95bc,3345,幣,랲
0x95bd,3346,平,럅
0x95be,3347,弊,럐
0x95bf,3348,柄,럔
0x95c0,3349,並,럲
0x95c1,3350,蔽,럳
0x95c2,3351,閉,렜
0x95c3,3352,陛,렫
0x95c4,3353,米,롣
0x95c5,3354,頁,롹
0x95c6,3355,僻,뢔
0x95c7,3356,壁,뤈
0x95c8,3357,癖,뤤
0x95c9,3358,碧,릏
0x95ca,3359,別,릐
0x95cb,3360,瞥,릔
0x95cc,3361,蔑,맀
0x95cd,3362,箆,맆
0x95ce,3363,偏,맔
0x95cf,3364,変,맜
0x95d0,3365,片,맟
0x95d1,3366,篇,맢
0x95d2,3367,編,맫
0x95d3,3368,辺,맻
0x95d4,3369,返,먵
0x95d5,3370,遍,먄
0x95d6,3371,便,먐
0x95d7,3372,勉,멌
0x95d8,3373,娩,멛
0x95d9,3374,弁,멫
0x95da,3375,鞭,멷
0x95db,3376,保,몐
0x95dc,3377,舗,몯
0x95dd,3378,鋪,몱
0x95de,3379,圃,뫠
0x95df,3380,捕,뫴
0x95e0,3381,歩,묌
0x95e1,3382,甫,뭤
0x95e2,3383,補,뭥
0x95e3,3384,輔,뮊
0x95e4,3385,穂,뮙
0x95e5,3386,募,뮛
0x95e6,3387,墓,뮹
0x95e7,3388,慕,믁
0x95e8,3389,戊,믑
0x95e9,3390,暮,믕
0x95ea,3391,母,믜
0x95eb,3392,簿,믠
0x95ec,3393,菩,믭
0x95ed,3394,倣,믱
0x95ee,3395,俸,밣
0x95ef,3396,包,밨
0x95f0,3397,呆,밫
0x95f1,3398,報,밲
0x95f2,3399,奉,밷
0x95f3,3400,宝,뱜
0x95f4,3401,峰,뱟
0x95f5,3402,峯,뱡
0x95f6,3403,崩,벘
0x95f7,3404,庖,벝
0x95f8,3405,抱,벟
0x95f9,3406,捧,볌
0x95fa,3407,放,볓
0x95fb,3408,方,볻
0x95fc,3409,朋,볽
0x9640,3410,法,볾
0x9641,3411,泡,볿
0x9642,3412,烹,봣
0x9643,3413,砲,봥
0x9644,3414,縫,뵜
0x9645,3415,胞,뵴
0x9646,3416,芳,붔
0x9647,3417,萌,붝
0x9648,3418,蓬,붠
0x9649,3419,蜂,붭
0x964a,3420,褒,붴
0x964b,3421,訪,뷇
0x964c,3422,豊,뷥
0x964d,3423,邦,븁
0x964e,3424,鋒,븕
0x964f,3425,飽,븡
0x9650,3426,鳳,븨
0x9651,3427,鵬,븩
0x9652,3428,乏,븰
0x9653,3429,亡,븽
0x9654,3430,傍,빋
0x9655,3431,剖,빘
0x9656,3432,坊,빧
0x9657,3433,妨,빩
0x9658,3434,帽,빾
0x9659,3435,忘,뺜
0x965a,3436,忙,뻙
0x965b,3437,房,뻰
0x965c,3438,暴,뼌
0x965d,3439,望,뽓
0x965e,3440,某,뾱
0x965f,3441,棒,뿕
0x9660,3442,冒,뿝
0x9661,3443,紡,쀠
0x9662,3444,肪,쁭
0x9663,3445,膨,샆
0x9664,3446,謀,샏
0x9665,3447,貌,샾
0x9666,3448,貿,섁
0x9667,3449,鉾,섿
0x9668,3450,防,셑
0x9669,3451,吠,셱
0x966a,3452,頬,솀
0x966b,3453,北,솁
0x966c,3454,僕,솓
0x966d,3455,卜,쇴
0x966e,3456,墨,쇵
0x966f,3457,撲,숖
0x9670,3458,朴,슌
0x9671,3459,牧,슫
0x9672,3460,睦,슲
0x9673,3461,穆,싀
0x9674,3462,釦,싁
0x9675,3463,勃,싥
0x9676,3464,没,싰
0x9677,3465,殆,싳
0x9678,3466,堀,싿
0x9679,3467,幌,쌰
0x967a,3468,奔,쌱
0x967b,3469,本,쎂
0x967c,3470,翻,쎅
0x967d,3471,凡,쎔
0x967e,3472,盆,쎠
0x9680,3473,摩,쎤
0x9681,3474,磨,쎵
0x9682,3475,魔,쎼
0x9683,3476,麻,쏚
0x9684,3477,埋,쏼
0x9685,3478,妹,쐋
0x9686,3479,昧,쑀
0x9687,3480,枚,쑝
0x9688,3481,毎,쒐
0x9689,3482,哩,쒠
0x968a,3483,槙,쒬
0x968b,3484,幕,쓔
0x968c,3485,膜,씃
0x968d,3486,枕,씫
0x968e,3487,鮪,씼
0x968f,3488,柾,씿
0x9690,3489,鱒,앋
0x9691,3490,桝,앏
0x9692,3491,亦,앜
0x9693,3492,俣,얐
0x9694,3493,又,얬
0x9695,3494,抹,얭
0x9696,3495,末,얺
0x9697,3496,沫,엏
0x9698,3497,迄,엤
0x9699,3498,侭,옏
0x969a,3499,繭,옝
0x969b,3500,麿,옦
0x969c,3501,万,옫
0x969d,3502,慢,옯
0x969e,3503,満,왎
0x969f,3504,漫,왘
0x96a0,3505,蔓,왭
0x96a1,3506,味,왰
0x96a2,3507,未,욌
0x96a3,3508,魅,욷
0x96a4,3509,巳,웂
0x96a5,3510,箕,웇
0x96a6,3511,岬,웟
0x96a7,3512,密,웻
0x96a8,3513,蜜,윘
0x96a9,3514,湊,윾
0x96aa,3515,蓑,읃
0x96ab,3516,稔,읇
0x96ac,3517,脈,읎
0x96ad,3518,妙,읩
0x96ae,3519,粍,읬
0x96af,3520,民,읭
0x96b0,3521,眠,읻
0x96b1,3522,務,잌
0x96b2,3523,夢,잍
0x96b3,3524,無,쟵
0x96b4,3525,牟,젂
0x96b5,3526,矛,젇
0x96b6,3527,霧,젉
0x96b7,3528,鵡,젋
0x96b8,3529,椋,젔
0x96b9,3530,婿,젹
0x96ba,3531,娘,졂
0x96bb,3532,冥,졋
0x96bc,3533,名,좐
0x96bd,3534,命,좦
0x96be,3535,明,좬
0x96bf,3536,盟,죅
0x96c0,3537,迷,쥭
0x96c1,3538,銘,즁
0x96c2,3539,鳴,즒
0x96c3,3540,姪,즤
0x96c4,3541,牝,짔
0x96c5,3542,滅,짗
0x96c6,3543,免,짣
0x96c7,3544,棉,짲
0x96c8,3545,綿,쨤
0x96c9,3546,緬,쨰
0x96ca,3547,面,쩰
0x96cb,3548,麺,쫃
0x96cc,3549,摸,쫒
0x96cd,3550,模,쫜
0x96ce,3551,茂,쬧
0x96cf,3552,妄,쬬
0x96d0,3553,孟,쬭
0x96d1,3554,毛,쬲
0x96d2,3555,猛,쭛
0x96d3,3556,盲,쮀
0x96d4,3557,網,쮓
0x96d5,3558,耗,쯍
0x96d6,3559,蒙,쯕
0x96d7,3560,儲,찓
0x96d8,3561,木,찟
0x96d9,3562,黙,찦
0x96da,3563,目,찿
0x96db,3564,杢,쳊
0x96dc,3565,勿,쳡
0x96dd,3566,餅,쳥
0x96de,3567,尤,촣
0x96df,3568,戻,촥
0x96e0,3569,籾,촵
0x96e1,3570,貰,쵀
0x96e2,3571,問,췍
0x96e3,3572,悶,췔
0x96e4,3573,紋,츅
0x96e5,3574,門,츩
0x96e6,3575,匁,츼
0x96e7,3576,也,칢
0x96e8,3577,冶,칬
0x96e9,3578,夜,칮
0x96ea,3579,爺,칰
0x96eb,3580,耶,칻
0x96ec,3581,野,캨
0x96ed,3582,弥,캰
0x96ee,3583,矢,컄
0x96ef,3584,厄,컽
0x96f0,3585,役,켔
0x96f1,3586,約,켘
0x96f2,3587,薬,켙
0x96f3,3588,訳,콛
0x96f4,3589,躍,쾃
0x96f5,3590,靖,쿈
0x96f6,3591,柳,쿽
0x96f7,3592,薮,퀌
0x96f8,3593,鑓,퀜
0x96f9,3594,愉,퀠
0x96fa,3595,愈,큲
0x96fb,3596,油,킄
0x96fc,3597,癒,킈
0x9740,3598,諭,킸
0x9741,3599,輸,탇
0x9742,3600,唯,턔
0x9743,3601,佑,턻
0x9744,3602,優,텦
0x9745,3603,勇,텰
0x9746,3604,友,텻
0x9747,3605,宥,톧
0x9748,3606,幽,퇻
0x9749,3607,悠,툥
0x974a,3608,憂,툶
0x974b,3609,揖,퉷
0x974c,3610,有,틍
0x974d,3611,柚,틑
0x974e,3612,湧,팑
0x974f,3613,涌,팓
0x9750,3614,猶,팤
0x9751,3615,猷,팯
0x9752,3616,由,퍝
0x9753,3617,祐,펖
0x9754,3618,裕,펵
0x9755,3619,誘,폔
0x9756,3620,遊,퐅
0x9757,3621,邑,퐉
0x9758,3622,郵,픙
0x9759,3623,雄,픠
0x975a,3624,融,픵
0x975b,3625,夕,핐
0x975c,3626,予,핤
0x975d,3627,余,핰
0x975e,3628,与,핳
0x975f,3629,誉,핻
0x9760,3630,輿,햋
0x9761,3631,預,햏
0x9762,3632,傭,햔
0x9763,3633,幼,햣
0x9764,3634,妖,햬
0x9765,3635,容,헀
0x9766,3636,庸,헗
0x9767,3637,揚,헠
0x9768,3638,揺,헡
0x9769,3639,擁,헣
0x976a,3640,曜,헸
0x976b,3641,楊,헿
0x976c,3642,様,홥
0x976d,3643,洋,홨
0x976e,3644,溶,횽
0x976f,3645,熔,훍
0x9770,3646,用,훐
0x9771,3647,窯,훓
0x9772,3648,羊,훕
0x9773,3649,耀,흝
0x9774,3650,葉,힜
0x9775,3651,蓉,힣
0x9776,3652,要,，
0x9777,3653,謡,．
